keyword,recent_count,prior_count,growth
patient oriented study,56,417,1.66
outcome measure,174,1291,1.66
combining site,112,832,1.66
hippocampus,338,2511,1.66
body weight decreased,30,223,1.66
body weight loss,30,223,1.66
reactive site,112,832,1.66
coping,150,1114,1.66
wt-loss,30,223,1.66
high school,73,543,1.66
fruit fly,56,417,1.66
therapeutic hormone,96,712,1.66
health care service utilization,90,673,1.65
methamphetamine,253,1895,1.65
neuroanatomy,79,592,1.65
exposed to cocaine,146,1091,1.65
dendrites,67,502,1.65
natural history,30,224,1.65
exposure to cocaine,146,1091,1.65
disadvantaged,59,440,1.65
homologue,39,291,1.65
cocaine exposure,146,1091,1.65
reconstitute,31,232,1.65
genehomolog,39,291,1.65
cocaine-exposed,146,1091,1.65
nicotine dependence,419,3141,1.65
homologous gene,39,291,1.65
forebrain,80,599,1.65
fore-brain,80,599,1.65
homolog,39,291,1.65
reconstitution,31,232,1.65
hormones,96,717,1.65
drug controls,43,324,1.64
los angeles,30,225,1.64
binding sites,112,842,1.64
drosophila,64,481,1.64
protein protein interaction,51,383,1.64
agonist,582,4371,1.64
circadian,45,338,1.64
caenorhabditis elegans,40,300,1.64
combination therapy,95,715,1.64
hepatic,53,399,1.64
breathing,57,429,1.64
behavior modification,419,3145,1.64
ventral striatum,150,1128,1.64
tyrosine 3-monooxygenase,34,257,1.63
flavoring agents,30,227,1.63
nicotine withdrawal,101,762,1.63
mouse strains,41,310,1.63
stream,33,249,1.63
manic depressive disorder,58,438,1.63
flavoring,30,227,1.63
root,42,318,1.63
plant roots,42,318,1.63
genetic screening,41,310,1.63
tyrosine hydroxylase,34,257,1.63
manic depressive illness,58,438,1.63
bipolar affective disorder,58,438,1.63
metabolic drug detoxications,77,583,1.63
metabolism of toxic agents,77,583,1.63
ampa receptors,77,583,1.63
bipolar disorder,58,438,1.63
neuropsychiatry,138,1050,1.62
neuropsychiatric,138,1050,1.62
early therapy,40,305,1.62
national institute of mental health,87,661,1.62
weight loss,30,229,1.62
costs and benefits,37,281,1.62
aminoacid,77,587,1.62
tobacco dependence,160,1228,1.61
blood - brain barrier anatomy,84,643,1.61
tobacco smoke,47,361,1.61
2-arachidonylglycerol,30,230,1.61
blood-brain barrier,84,643,1.61
hemato-encephalic barrier,84,643,1.61
endophenotype,57,436,1.61
2-arachidonyl-glycerol,30,230,1.61
2-arachidonoylglycerol,30,230,1.61
2-arachidonoyl-glycerol,30,230,1.61
scanning,182,1394,1.61
genetic analyses,81,619,1.61
rhesus monkey,63,482,1.61
high speed liquid chromatography,30,230,1.61
genetic analysis,81,619,1.61
rhesus macaque,63,482,1.61
high pressure liquid chromatography,30,230,1.61
cocaine use,213,1628,1.61
drug dependence,964,7441,1.6
compliance behavior,34,262,1.6
acamprostate,33,255,1.6
n-acetylhomotaurine,33,255,1.6
counselor,71,546,1.6
excitatory synapse,52,400,1.6
professional counselor,71,546,1.6
effectiveness of interventions,63,486,1.6
brain damage,60,464,1.59
brain injuries,60,464,1.59
vascular,49,379,1.59
acquired brain injury,60,464,1.59
long-term effects,98,760,1.59
discounting,83,644,1.59
hydroxytyramine,719,5592,1.59
computer aided,33,258,1.58
candidate disease gene,146,1139,1.58
computer assisted,33,258,1.58
western blotting,113,883,1.58
candidate gene,146,1139,1.58
pain threshold,35,274,1.58
hiv seropositivity,42,330,1.57
htlv-iii seropositivity,42,330,1.57
htlv-iii seroconversion,42,330,1.57
nerve transmitter substances,335,2634,1.57
anti-hiv positivity,42,330,1.57
hiv positive,42,330,1.57
hiv positivity,42,330,1.57
hiv seroconversion,42,330,1.57
psychotropic drugs,52,412,1.56
chemical structure function,93,735,1.56
technology transfer,40,317,1.56
mutant,219,1730,1.56
neurosecretory systems,54,428,1.56
preference,401,3173,1.56
cannabinoid receptor,80,633,1.56
neuroendocrine,54,428,1.56
isoforms,82,648,1.56
acamprosate,33,261,1.56
parenting behavior,65,518,1.55
educational process of instructing,119,946,1.55
health behavior,89,707,1.55
psychometrics,65,518,1.55
endocrine,40,319,1.55
professor,91,724,1.55
therapy cooperation,33,262,1.55
acquired immune deficiency,105,840,1.54
acquired immunodeficiency syndrome,105,840,1.54
teaching,119,953,1.54
recycling,34,272,1.54
addictive behavior,189,1509,1.54
ions,32,256,1.54
twin multiple birth,61,489,1.54
spectroscopy,33,264,1.54
parenting,65,521,1.54
treatment trial,31,249,1.54
brain imaging,148,1185,1.54
schools,195,1559,1.54
aeroseb-hc,64,516,1.53
hytone,64,516,1.53
proctocort,64,516,1.53
cetacort,64,516,1.53
clinical research,780,6288,1.53
hydrocortisone,64,516,1.53
eldecort,64,516,1.53
dermacort,64,516,1.53
cortril,64,516,1.53
cortispray,64,516,1.53
early treatment,40,323,1.53
potassium channel,40,323,1.53
cortenema,64,516,1.53
hydrocortone,64,516,1.53
cortef,64,516,1.53
nutracort,64,516,1.53
cort-dome,64,516,1.53
affinity,230,1859,1.53
nonsmoker,69,561,1.52
psychostimulant,185,1502,1.52
brain visualization,148,1200,1.52
protein isoforms,82,665,1.52
non-smoker,69,561,1.52
behavior therapy,419,3406,1.52
taste,52,421,1.52
prosencephalon,80,650,1.52
prisons,46,374,1.52
splicing,38,308,1.52
acquired immune deficiency syndrome,105,852,1.52
drd2 gene,47,383,1.51
neural cell body,53,434,1.51
neuronal cell body,53,434,1.51
treatment center,51,417,1.51
theoretical model,42,342,1.51
non-a,140,1146,1.51
non a,70,573,1.51
drd2,47,383,1.51
d2dr,47,383,1.51
d2dr gene,47,383,1.51
d2r,47,383,1.51
hepatitis non a non b,70,573,1.51
parenterally-transmitted,70,573,1.51
non-b,70,573,1.51
hepatitis c virus infection,70,573,1.51
hcv infection,70,573,1.51
d2r gene,47,383,1.51
dopamine receptor d2 gene,47,383,1.51
d(2) dopamine receptor gene,47,383,1.51
non b hepatitis,70,573,1.51
synaptogenesis,42,342,1.51
socioenvironment,86,709,1.5
drugs abused,550,4535,1.5
treatment planning,32,263,1.5
drug of abuse,550,4535,1.5
abused drugs,550,4535,1.5
drugs of abuse,550,4535,1.5
response time,42,345,1.5
reuptake,55,451,1.5
on-line systems,106,870,1.5
online systems,106,870,1.5
response rt,42,345,1.5
web based,106,870,1.5
reaction time,42,345,1.5
twins,61,500,1.5
protein phosphorylation,157,1298,1.49
smoking status,33,273,1.49
twin studies,32,265,1.49
psychoses,44,364,1.49
aids test,39,322,1.49
drd2 receptor,128,1059,1.49
aids/hiv test,39,322,1.49
hiv test,39,322,1.49
primary parkinsonism,171,1412,1.49
comparison group,47,390,1.49
parkinson,171,1412,1.49
paralysis agitans,171,1412,1.49
diet,67,554,1.49
human immunodeficiency virus test,39,322,1.49
dopamine d2 receptor,128,1059,1.49
d2 receptor,128,1059,1.49
skills training,38,315,1.49
parkinson disease,171,1412,1.49
inspiration,57,476,1.48
genetic variation,113,939,1.48
smoking prevalence,60,501,1.48
genetic diversity,113,939,1.48
ethanol,339,2824,1.48
method development,50,417,1.48
soma,53,443,1.48
substantia alba,58,486,1.47
cease smoking,355,2984,1.47
n-methylaspartate receptors,98,820,1.47
stop smoking,355,2984,1.47
online computer,106,887,1.47
mind,38,318,1.47
potentiation,79,661,1.47
nicotine replacement,113,950,1.47
chemosensitization,79,661,1.47
shortterm memory,88,736,1.47
immediate memory,88,736,1.47
chemosensitization/potentiation,79,661,1.47
short-term memory,88,736,1.47
quit smoking,355,2984,1.47
behavioral disorder,48,403,1.47
receptor function,162,1360,1.47
breeding,60,502,1.47
drug delivery systems,87,730,1.47
counseling,235,1973,1.47
magnetic resonance spectroscopy,35,295,1.46
neurotransmitters,335,2830,1.46
primates,84,712,1.46
mr spectroscopy,35,295,1.46
hepatitis,89,754,1.46
problem alcohol use,383,3257,1.45
genetic association,45,382,1.45
teenagers,65,552,1.45
programmed cell death,51,435,1.45
teen,65,552,1.45
knock-in mouse,41,348,1.45
sensory cell afferent neuron,37,315,1.45
alcohol sensitivity,56,477,1.45
ethanol sensitivity,56,477,1.45
teen years,65,552,1.45
white matter,58,494,1.45
left,133,1129,1.45
cerebellum,38,324,1.45
sensitivity to ethanol,56,477,1.45
sensitivity to alcohol,56,477,1.45
fire - disasters,37,318,1.44
therapeutically effective,167,1431,1.44
cdc,92,786,1.44
kinetics,100,858,1.44
camp-dependent protein kinases,43,368,1.44
prospective studies,50,427,1.44
nicotine addiction,419,3587,1.44
fires,37,318,1.44
pka,43,368,1.44
nyctohemeral rhythm,37,316,1.44
twenty-four hour rhythm,37,316,1.44
circadian process,37,316,1.44
daily biorhythm,37,316,1.44
cyclic amp-dependent protein kinases,43,368,1.44
adenosine cyclic monophosphate-dependent protein kinases,43,368,1.44
tobacco addiction,160,1372,1.44
computers,93,803,1.43
ribosomal protein synthesis,30,259,1.43
ribosomal protein biosynthesis,30,259,1.43
ribosomal peptide biosynthesis,30,259,1.43
sexually transmitted infection,46,399,1.42
substantia nigra structure,62,540,1.42
opioid receptor,326,2832,1.42
positron emission tomography medical imaging,99,858,1.42
principal investigator,194,1684,1.42
inherited,33,286,1.42
habits,89,775,1.42
venereal infections,46,399,1.42
venereal disorders,46,399,1.42
venereal diseases,46,399,1.42
sexually transmitted disorder,46,399,1.42
trafficking,143,1245,1.42
minor,47,407,1.42
incentives,159,1391,1.41
predominantly hyperactive-impulsive type hyperactivity disorder,114,1000,1.41
health education,36,314,1.41
predominantly hyperactive-impulsive type attention-deficit disorder,114,1000,1.41
psychomotor reaction time,42,367,1.41
racial stocks,107,933,1.41
hippophaine,146,1285,1.4
enteramine,146,1285,1.4
5ht,146,1285,1.4
5-hydroxytryptamine,146,1285,1.4
5-ht,146,1285,1.4
hepatitis c,70,615,1.4
violent behavior,74,651,1.4
neural transmission,209,1840,1.4
psyche structure,71,624,1.4
tobacco smoking,69,610,1.4
chemical dependence,964,8503,1.4
substance dependence,167,1467,1.4
drug dependency,964,8503,1.4
inherited predisposition,71,630,1.39
genetic etiology,71,630,1.39
inherited susceptibility,71,630,1.39
genetic mechanism of disease,71,630,1.39
genetic predisposition,71,630,1.39
mathematical model,49,435,1.39
genetic predisposition to disease,71,630,1.39
n-methylaspartate,93,827,1.39
genetic vulnerability,71,630,1.39
treatment effect,117,1041,1.39
alcohol addiction,583,5207,1.38
huntington chorea,34,303,1.38
huntington's disease,34,304,1.38
single base polymorphism,63,564,1.38
alcohol dependency,583,5207,1.38
linkage mapping,38,339,1.38
huntington disease,34,303,1.38
laboratory study,76,678,1.38
degenerative neurologic diseases,67,599,1.38
huntington's,34,303,1.38
huntingtons disease,34,303,1.38
neurohumor receptors,34,303,1.38
genotype,236,2111,1.38
alcohol dependence,583,5207,1.38
smoker,397,3544,1.38
fear conditioning,45,404,1.37
detoxification,77,694,1.37
conditioned fear,45,404,1.37
sexually transmitted diseases,46,413,1.37
effectiveness trial,45,409,1.36
rna splicing,38,344,1.36
nih rfa,54,488,1.36
cerebral,43,390,1.36
nutrient intake activity,31,281,1.36
request for applications,54,488,1.36
organism,84,765,1.35
living system,84,765,1.35
adverse effects,285,2595,1.35
cerebrum,43,392,1.35
atp-protein phosphotransferase,33,304,1.34
dependence,812,7475,1.34
phosphorylase b kinase kinase,33,304,1.34
hydroxyalkyl protein kinase,33,304,1.34
glycogen synthase a kinase,33,304,1.34
non-b hepatitis,70,645,1.34
gene mapping,38,349,1.34
population study,31,285,1.34
diagnostic and statistical manual of mental disorders,104,957,1.34
housing,84,781,1.33
hiv/aids,122,1134,1.33
circadian rhythms,37,342,1.33
apoptosis pathway,51,473,1.33
laboratory animals,31,287,1.33
knowledge base,52,481,1.33
aids/hiv,122,1134,1.33
recombinants,53,491,1.33
drug use prevention,83,771,1.33
drug addiction prevention,83,771,1.33
operant conditioning,52,481,1.33
behavior disorders,48,449,1.32
dopamine,719,6718,1.32
radioligand,45,425,1.31
heart,57,538,1.31
working memory,88,829,1.31
treatment program,234,2210,1.31
neuron toxicity,44,415,1.31
neuronal toxicity,44,415,1.31
posttraumatic stress disorders,121,1142,1.31
in situ hybridization,102,958,1.31
smoking,498,4691,1.31
hplc,30,282,1.31
neurotoxicity,44,415,1.31
drug interactions,76,723,1.3
task performances,42,397,1.3
alcohol abuse,383,3633,1.3
alcohol problem,383,3633,1.3
ethanol abuse,383,3633,1.3
hazardous alcohol use,383,3633,1.3
problem drinking,383,3633,1.3
european,50,477,1.29
cortisol,64,610,1.29
sham treatment,235,2255,1.29
sham therapy,235,2255,1.29
norepinephrine,108,1034,1.29
violent,74,706,1.29
recidivism,42,402,1.29
hand,62,595,1.29
violence,74,709,1.29
frontal cortex,80,766,1.29
psychophysiology,50,481,1.28
cotinine,53,509,1.28
scotine,53,509,1.28
frontal lobe,80,770,1.28
human data,43,417,1.27
apoptosis,51,497,1.27
nmda receptor-ionophore complex,98,954,1.27
n-methyl-d-aspartate receptors,98,954,1.27
rad.-pet,99,961,1.27
positron-emission tomography,99,961,1.27
heavy drinker,49,477,1.27
alcoholic beverage heavy drinker,49,477,1.27
smoking cessation,355,3447,1.27
positron emission tomography scan,99,961,1.27
pett,99,961,1.27
petscan,99,961,1.27
cocaine users,53,513,1.27
pet imaging,99,961,1.27
pet scan,99,961,1.27
acetylcholine,75,733,1.26
acquired immunologic deficiency syndrome,74,722,1.26
molecular genetics,84,824,1.26
pleasure,41,400,1.26
afro american,112,1106,1.25
afroamerican,112,1106,1.25
environment effect on gene,38,374,1.25
aids,104,1026,1.25
nicotinic acetylcholine receptors,128,1267,1.25
phosphorylation,157,1553,1.25
receptor expression,168,1663,1.25
hiv risk,66,653,1.25
alcohol related problem,51,503,1.25
radiolabel,37,364,1.25
brain behavior,45,446,1.24
smoking relapse,38,377,1.24
heroin addiction,37,367,1.24
heroin dependence,37,367,1.24
abuse of substances,474,4706,1.24
substance abuse problem,474,4706,1.24
prevention program,84,835,1.24
placebos,235,2335,1.24
diffusion weighted mri,37,372,1.23
substance addiction,167,1671,1.23
diffusion tensor imaging,37,372,1.23
substantia nigra,62,620,1.23
budgets,51,511,1.23
diffusion magnetic resonance imaging,37,372,1.23
corticosterone,32,322,1.23
diffusion mri,37,372,1.23
dopamine system,106,1074,1.22
long-term potentiation,48,486,1.22
suggestion,30,303,1.22
cocaine addiction,235,2374,1.22
monkeys,89,902,1.22
smoke,230,2325,1.22
stimulant abuse,53,540,1.21
illicit drugs,150,1535,1.21
psychostimulant abuse,53,540,1.21
weight,66,670,1.21
aggressive behavior,43,439,1.21
web,85,876,1.2
neuropsychology,64,659,1.2
world wide web,85,876,1.2
chemical synthesis,33,338,1.2
ad/hd,114,1173,1.2
smoking behavior,105,1082,1.2
adhd,114,1173,1.2
attention deficit hyperactivity disorder,114,1173,1.2
psychotherapy,79,810,1.2
www,85,876,1.2
antiretroviral agents,32,332,1.19
antiretroviral,32,332,1.19
teacher,36,374,1.19
neuroregulator receptors,34,356,1.18
neuromediator receptors,34,356,1.18
enkephalins,48,502,1.18
gene transfer,31,325,1.18
mutant strains mice,45,471,1.18
substance abuse,474,4960,1.18
neurochemical,209,2205,1.17
genetic mapping,38,401,1.17
aged 65 and over,33,347,1.17
crime,58,611,1.17
nmda receptors,98,1036,1.17
years of life lost to disability,42,446,1.16
behavioral problem,49,522,1.16
problem behavior,49,522,1.16
depressed mood,52,551,1.16
sadness,52,551,1.16
dementia,57,605,1.16
years of life lost to disease,42,446,1.16
nicotinic receptors,128,1358,1.16
self stimulation,39,417,1.15
chronic painful condition,99,1061,1.15
protein synthesis,30,323,1.15
serotonin receptor,34,369,1.14
protein kinase,35,378,1.14
neurotoxic,35,378,1.14
20-dione,82,887,1.14
single nucleotide polymorphism,63,682,1.14
alcohol and other drug,46,499,1.14
protein kinase a,43,468,1.13
in silico,68,740,1.13
meth dependence,48,529,1.12
methamphetamine addiction,48,529,1.12
meth addiction,48,529,1.12
methamphetamine dependence,48,529,1.12
antidepressant drugs,57,635,1.11
dataset,209,2313,1.11
nicotine patch,33,368,1.11
antidepressive agents,57,635,1.11
nicotine skin patch,33,368,1.11
antidepressant agent,57,632,1.11
conditioning,100,1111,1.11
cocaine abuse,83,924,1.11
monoamine,52,583,1.1
psychotic disorders,31,349,1.1
endocytosis,31,348,1.1
biologic availability,37,413,1.1
risky behavior,172,1939,1.09
at risk behavior,172,1939,1.09
risk behaviors,172,1939,1.09
acquired immuno-deficiency syndrome,74,840,1.09
depressed,52,586,1.09
randomized controlled trials,158,1806,1.08
nicotine,490,5585,1.08
internet,85,980,1.07
neuroendocrine system,54,623,1.07
research infrastructure,117,1349,1.07
model organism,440,5134,1.06
genetic determinants of behavior,41,481,1.05
behavior genetics,41,481,1.05
therapy compliance,54,633,1.05
locomotor activity,62,729,1.05
motor activity,62,729,1.05
stimulant dependence,56,661,1.04
stimulant addiction,56,661,1.04
psychostimulant dependence,56,661,1.04
psychostimulant addiction,56,661,1.04
genetic susceptibility,71,848,1.03
impulsive behavior,39,465,1.03
behavior test,168,2025,1.02
abuse of drugs,512,6217,1.02
abuses drugs,512,6217,1.02
aggression,43,522,1.02
accounting,198,2433,1.0
mouse mutant,45,553,1.0
methamphetamine abuse,31,385,0.99
microinjections,52,646,0.99
gene environment interaction,38,476,0.98
allelomorphs,87,1109,0.97
protein biosynthesis,30,380,0.97
adenylate cyclase,37,470,0.97
antidepressants,57,730,0.96
drug abuse prevention,83,1061,0.96
randomized clinical trials,80,1028,0.96
dopamine receptor,158,2052,0.95
macaca mulatta,63,820,0.95
placebo controlled study,30,394,0.94
information processing,34,444,0.94
transfection,31,408,0.94
cell surface,34,448,0.94
predoc,31,408,0.94
drug addiction,964,12764,0.93
downregulation,50,661,0.93
primary health care,113,1500,0.93
primary healthcare,113,1500,0.93
serotonin,147,1948,0.93
phenopromin,102,1365,0.92
dl-amphetamine,102,1365,0.92
